size,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
134217728,458.4,922.0,1382.4,1850.8,2320.7,2683.7,3226.3,3537.1,4078.4,4557.1,4740.9,5166.8,5510.0,5747.6,5688.5,5857.9,6117.7,6166.1,5987.7,6061.8,6347.4,6294.8,6228.8,6204.9,6205.6,6372.6,6401.8,6147.7,6198.5,6400.8,6368.0,6391.5,6238.2,6229.6,6476.0,6460.0,6196.5,6269.6,6447.8,6473.9,6507.3,6291.0,6271.9,6484.5,6468.7,6254.3,6297.6,6351.4,6525.3,6504.6,6255.9,6280.1,6496.2,6484.5,6448.1,6289.0,6272.4,6491.0,6502.7,6257.6,6261.2,6474.0,6479.3,6472.0,6272.0,6250.0,6466.0,6508.5,6451.7,6273.3,6319.7,6534.5,6522.9,6301.1,6288.8,6520.9,6537.5,6485.1,6290.7,6298.6,6504.1,6514.9,6411.3,6262.2,6250.3,6455.9,6445.4,6292.7,6273.0,6476.7,6489.3,6485.9,6299.1,6303.6,6522.5,6524.7,6314.2,6281.4,6334.1
