"apache_builds"					3.827589	8.028955	7.339119
"canada"					1.227834	6.233388	1.537224
"citm_catalog"					4.102993	8.364144	8.085328
"github_events"					4.119932	8.597149	7.966243
"google_maps_api_compact_response"					1.628567	4.241293	2.653190
"google_maps_api_response"					3.278322	7.537395	5.828941
"gsoc-2018"					4.823216	9.558668	9.770582
"instruments"					3.221197	7.192858	5.840074
"marine_ik"					1.323601	4.786496	1.839883
"mesh"					1.207244	5.010227	1.597179
"mesh.pretty"					2.099004	7.620320	2.909451
"numbers"					1.546729	7.164797	1.974043
"random"					2.347739	5.370548	4.176971
"repeat"					3.273566	5.970557	7.293513
"semanticscholar-corpus"					2.745725	5.346365	5.754289
"tree-pretty"					3.388508	7.386917	6.284052
"twitter"					3.625126	7.124653	7.398688
"twitter_api_compact_response"					2.883515	6.597904	5.142930
"twitter_api_response"					3.861519	7.649448	7.838129
"twitter_timeline"					2.276343	6.866038	3.417739
"twitterescaped"					1.350144	7.447140	1.649987
"update-center"					3.360168	7.155407	6.342148
