"apache_builds"					2.264639	4.501645	4.561501
"canada"					0.778356	3.871977	0.975661
"citm_catalog"					2.453843	4.732053	5.105705
"github_events"					2.385438	4.813895	4.735839
"google_maps_api_compact_response"					0.995449	2.821787	1.543447
"google_maps_api_response"					1.939083	4.525312	3.405349
"gsoc-2018"					2.727205	4.892157	6.181217
"instruments"					1.962277	4.406479	3.544307
"marine_ik"					0.832354	3.039391	1.150143
"mesh"					0.737442	3.252618	0.957665
"mesh.pretty"					1.263083	4.487121	1.769773
"numbers"					0.849767	4.349781	1.056653
"random"					1.396273	2.908314	2.693435
"repeat"					1.884500	3.064220	4.943840
"semanticscholar-corpus"					1.696750	3.189404	3.651980
"tree-pretty"					2.013401	4.447362	3.688334
"twitter"					2.072362	3.829127	4.526373
"twitter_api_compact_response"					1.824851	3.935547	3.424541
"twitter_api_response"					2.264400	4.450832	4.650305
"twitter_timeline"					1.371068	4.090363	2.065992
"twitterescaped"					0.905592	4.339400	1.145203
"update-center"					1.801734	4.044037	3.254360
