tc	idx	sha	date	bench	mbs	cb	ib	subject
clangpaper	047	63b10bca2131	2026-04-20T17:16:50-04:00	parsing_twitter	4812.79	0.72	2.6	new optimization to the ARM NEON kernel (#2692)
clangpaper	047	63b10bca2131	2026-04-20T17:16:50-04:00	parsing_citm	2299.47	1.5	6.14	new optimization to the ARM NEON kernel (#2692)
clangpaper	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	serialization_twitter	4664.39	0.74	3.27	build with filc (#2695)
clangpaper	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	serialization_citm	3165.51	1.08	5.37	build with filc (#2695)
clangpaper	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	parsing_twitter	4790.96	0.72	2.6	build with filc (#2695)
clangpaper	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	parsing_citm	2297.98	1.5	6.14	build with filc (#2695)
clangpaper	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	serialization_twitter	4679.23	0.74	3.27	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
clangpaper	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	serialization_citm	3197.89	1.08	5.37	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
clangpaper	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	parsing_twitter	4790.53	0.72	2.6	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
clangpaper	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	parsing_citm	2296.97	1.5	6.14	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
clangpaper	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	serialization_twitter	4973.34	0.7	3.0	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
clangpaper	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	serialization_citm	3535.12	0.97	4.75	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
clangpaper	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	parsing_twitter	4811.27	0.72	2.6	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
clangpaper	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	parsing_citm	2293.78	1.5	6.14	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
clangpaper	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	serialization_twitter	4951.5	0.7	3.0	fixing issue 2703 (#2705)
clangpaper	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	serialization_citm	3548.11	0.97	4.75	fixing issue 2703 (#2705)
clangpaper	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	parsing_twitter	4816.26	0.72	2.6	fixing issue 2703 (#2705)
clangpaper	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	parsing_citm	2296.79	1.5	6.14	fixing issue 2703 (#2705)
clangpaper	052	f902769b353d	2026-05-04T13:55:49-04:00	serialization_twitter	5228.25	0.66	2.65	builder: force-inline atom templates and replace integer writer (#2707)
clangpaper	052	f902769b353d	2026-05-04T13:55:49-04:00	serialization_citm	3749.82	0.91	3.63	builder: force-inline atom templates and replace integer writer (#2707)
clangpaper	052	f902769b353d	2026-05-04T13:55:49-04:00	parsing_twitter	4819.14	0.72	2.6	builder: force-inline atom templates and replace integer writer (#2707)
clangpaper	052	f902769b353d	2026-05-04T13:55:49-04:00	parsing_citm	2294.91	1.5	6.14	builder: force-inline atom templates and replace integer writer (#2707)
clangpaper	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	serialization_twitter	5253.32	0.66	2.65	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
clangpaper	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	serialization_citm	3868.15	0.89	3.63	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
clangpaper	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	parsing_twitter	4804.9	0.72	2.6	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
clangpaper	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	parsing_citm	2303.09	1.5	6.14	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
clangpaper	054	9803884546df	2026-05-06T17:37:18-04:00	serialization_twitter	5382.83	0.64	2.67	overflow patch.
clangpaper	054	9803884546df	2026-05-06T17:37:18-04:00	serialization_citm	3741.8	0.92	3.63	overflow patch.
clangpaper	054	9803884546df	2026-05-06T17:37:18-04:00	parsing_twitter	4816.55	0.72	2.6	overflow patch.
clangpaper	054	9803884546df	2026-05-06T17:37:18-04:00	parsing_citm	2308.17	1.5	6.14	overflow patch.
clangpaper	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	serialization_twitter	5441.75	0.64	2.67	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
clangpaper	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	serialization_citm	3786.25	0.91	3.63	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
clangpaper	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	parsing_twitter	4811.47	0.72	2.6	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
clangpaper	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	parsing_citm	2306.67	1.5	6.14	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
clangpaper	056	42c047a927ae	2026-05-07T13:28:03-04:00	serialization_twitter	5343.01	0.65	2.43	builder: position-as-local writer for reflection serializer (#2708)
clangpaper	056	42c047a927ae	2026-05-07T13:28:03-04:00	serialization_citm	5953.37	0.58	2.92	builder: position-as-local writer for reflection serializer (#2708)
clangpaper	056	42c047a927ae	2026-05-07T13:28:03-04:00	parsing_twitter	4773.06	0.72	2.6	builder: position-as-local writer for reflection serializer (#2708)
clangpaper	056	42c047a927ae	2026-05-07T13:28:03-04:00	parsing_citm	2306.96	1.5	6.14	builder: position-as-local writer for reflection serializer (#2708)
clangpaper	057	7d30ff257474	2026-05-07T19:07:39-04:00	serialization_twitter	5350.68	0.65	2.43	JSON Pointer array index overflow handling (#2713)
clangpaper	057	7d30ff257474	2026-05-07T19:07:39-04:00	serialization_citm	5959.47	0.58	2.92	JSON Pointer array index overflow handling (#2713)
clangpaper	057	7d30ff257474	2026-05-07T19:07:39-04:00	parsing_twitter	4761.93	0.72	2.6	JSON Pointer array index overflow handling (#2713)
clangpaper	057	7d30ff257474	2026-05-07T19:07:39-04:00	parsing_citm	2295.54	1.5	6.14	JSON Pointer array index overflow handling (#2713)
clangpaper	058	bd42858383f1	2026-05-07T21:46:52-04:00	serialization_twitter	5374.09	0.65	2.43	fix -Wunneeded-internal-declaration warning (#2714)
clangpaper	058	bd42858383f1	2026-05-07T21:46:52-04:00	serialization_citm	5891.23	0.59	2.92	fix -Wunneeded-internal-declaration warning (#2714)
clangpaper	058	bd42858383f1	2026-05-07T21:46:52-04:00	parsing_twitter	4823.19	0.72	2.6	fix -Wunneeded-internal-declaration warning (#2714)
clangpaper	058	bd42858383f1	2026-05-07T21:46:52-04:00	parsing_citm	2300.26	1.5	6.14	fix -Wunneeded-internal-declaration warning (#2714)
clangpaper	059	a16e5128fe17	2026-05-07T23:13:40-04:00	serialization_twitter	5247.39	0.66	2.51	pendantic guard
clangpaper	059	a16e5128fe17	2026-05-07T23:13:40-04:00	serialization_citm	5497.11	0.63	3.2	pendantic guard
clangpaper	059	a16e5128fe17	2026-05-07T23:13:40-04:00	parsing_twitter	4817.53	0.72	2.6	pendantic guard
clangpaper	059	a16e5128fe17	2026-05-07T23:13:40-04:00	parsing_citm	2304.07	1.5	6.14	pendantic guard
clangpaper	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	serialization_twitter	5298.91	0.65	2.51	avoid unnecessary pointer member (#2715)
clangpaper	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	serialization_citm	5527.92	0.62	3.2	avoid unnecessary pointer member (#2715)
clangpaper	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	parsing_twitter	4798.12	0.72	2.6	avoid unnecessary pointer member (#2715)
clangpaper	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	parsing_citm	2294.7	1.5	6.14	avoid unnecessary pointer member (#2715)
clangpaper	061	396ca141fd73	2026-05-18T17:13:43-04:00	serialization_twitter	5294.84	0.65	2.51	perf(builder): add LSX fast_needs_escaping for LoongArch (#2727)
clangpaper	061	396ca141fd73	2026-05-18T17:13:43-04:00	serialization_citm	5536.57	0.63	3.2	perf(builder): add LSX fast_needs_escaping for LoongArch (#2727)
clangpaper	061	396ca141fd73	2026-05-18T17:13:43-04:00	parsing_twitter	4824.21	0.72	2.6	perf(builder): add LSX fast_needs_escaping for LoongArch (#2727)
clangpaper	061	396ca141fd73	2026-05-18T17:13:43-04:00	parsing_citm	2307.31	1.5	6.14	perf(builder): add LSX fast_needs_escaping for LoongArch (#2727)
clangpaper	062	1ae93a70d4ca	2026-05-18T17:18:58-04:00	serialization_twitter	5843.01	0.6	2.51	Bug fix for get_string() crash when parse incomplete json string (in option disabled my default) (#2720)
clangpaper	062	1ae93a70d4ca	2026-05-18T17:18:58-04:00	serialization_citm	5516.31	0.63	3.2	Bug fix for get_string() crash when parse incomplete json string (in option disabled my default) (#2720)
clangpaper	062	1ae93a70d4ca	2026-05-18T17:18:58-04:00	parsing_twitter	4860.54	0.71	2.6	Bug fix for get_string() crash when parse incomplete json string (in option disabled my default) (#2720)
clangpaper	062	1ae93a70d4ca	2026-05-18T17:18:58-04:00	parsing_citm	2343.49	1.47	6.14	Bug fix for get_string() crash when parse incomplete json string (in option disabled my default) (#2720)
clangpaper	063	7732480b25c6	2026-05-18T17:24:56-04:00	serialization_twitter	5814.92	0.6	2.51	we need to require rvv for the risc64 kernel
clangpaper	063	7732480b25c6	2026-05-18T17:24:56-04:00	serialization_citm	5400.07	0.64	3.2	we need to require rvv for the risc64 kernel
clangpaper	063	7732480b25c6	2026-05-18T17:24:56-04:00	parsing_twitter	4852.24	0.71	2.6	we need to require rvv for the risc64 kernel
clangpaper	063	7732480b25c6	2026-05-18T17:24:56-04:00	parsing_citm	2341.89	1.47	6.14	we need to require rvv for the risc64 kernel
gcc16	032	73e69a5e8463	2026-04-03T15:32:42-04:00	serialization_twitter	5021.35	0.7	3.06	Get reflection working without warnings under GCC 16 (#2658)
gcc16	032	73e69a5e8463	2026-04-03T15:32:42-04:00	serialization_citm	3278.74	1.05	4.93	Get reflection working without warnings under GCC 16 (#2658)
gcc16	032	73e69a5e8463	2026-04-03T15:32:42-04:00	parsing_twitter	4328.6	0.79	3.13	Get reflection working without warnings under GCC 16 (#2658)
gcc16	032	73e69a5e8463	2026-04-03T15:32:42-04:00	parsing_citm	2378.52	1.45	5.92	Get reflection working without warnings under GCC 16 (#2658)
gcc16	033	bc48e720702d	2026-04-09T14:07:29-04:00	serialization_twitter	4989.8	0.7	3.06	literals should be guarded (#2669)
gcc16	033	bc48e720702d	2026-04-09T14:07:29-04:00	serialization_citm	3308.06	1.05	4.93	literals should be guarded (#2669)
gcc16	033	bc48e720702d	2026-04-09T14:07:29-04:00	parsing_twitter	4312.33	0.8	3.13	literals should be guarded (#2669)
gcc16	033	bc48e720702d	2026-04-09T14:07:29-04:00	parsing_citm	2373.65	1.45	5.92	literals should be guarded (#2669)
gcc16	034	85cadf4074b7	2026-04-09T14:07:44-04:00	serialization_twitter	4998.29	0.69	3.06	adding a C++17 padded_input for convenience. (#2667)
gcc16	034	85cadf4074b7	2026-04-09T14:07:44-04:00	serialization_citm	3292.76	1.05	4.93	adding a C++17 padded_input for convenience. (#2667)
gcc16	034	85cadf4074b7	2026-04-09T14:07:44-04:00	parsing_twitter	4317.79	0.8	3.13	adding a C++17 padded_input for convenience. (#2667)
gcc16	034	85cadf4074b7	2026-04-09T14:07:44-04:00	parsing_citm	2384.4	1.45	5.92	adding a C++17 padded_input for convenience. (#2667)
gcc16	035	1a57afec1fe7	2026-04-10T20:19:46-04:00	serialization_twitter	4972.93	0.69	3.06	Various guards (#2673)
gcc16	035	1a57afec1fe7	2026-04-10T20:19:46-04:00	serialization_citm	3269.48	1.06	4.93	Various guards (#2673)
gcc16	035	1a57afec1fe7	2026-04-10T20:19:46-04:00	parsing_twitter	4318.8	0.8	3.13	Various guards (#2673)
gcc16	035	1a57afec1fe7	2026-04-10T20:19:46-04:00	parsing_citm	2378.17	1.45	5.92	Various guards (#2673)
gcc16	036	72e51a9a81e7	2026-04-10T20:26:00-04:00	serialization_twitter	5004.55	0.69	3.06	Add support for RFC 7464 JSON text sequences and comma-delimited documents (#2664)
gcc16	036	72e51a9a81e7	2026-04-10T20:26:00-04:00	serialization_citm	3318.77	1.04	4.93	Add support for RFC 7464 JSON text sequences and comma-delimited documents (#2664)
gcc16	036	72e51a9a81e7	2026-04-10T20:26:00-04:00	parsing_twitter	4318.16	0.8	3.13	Add support for RFC 7464 JSON text sequences and comma-delimited documents (#2664)
gcc16	036	72e51a9a81e7	2026-04-10T20:26:00-04:00	parsing_citm	2377.2	1.45	5.92	Add support for RFC 7464 JSON text sequences and comma-delimited documents (#2664)
gcc16	037	94c429aa70d2	2026-04-11T14:16:43-04:00	serialization_twitter	5021.41	0.69	3.06	finishing up the new streaming (#2674)
gcc16	037	94c429aa70d2	2026-04-11T14:16:43-04:00	serialization_citm	3344.32	1.04	4.93	finishing up the new streaming (#2674)
gcc16	037	94c429aa70d2	2026-04-11T14:16:43-04:00	parsing_twitter	4332.24	0.8	3.13	finishing up the new streaming (#2674)
gcc16	037	94c429aa70d2	2026-04-11T14:16:43-04:00	parsing_citm	2384.47	1.45	5.92	finishing up the new streaming (#2674)
gcc16	038	8ea4c1c2e6b9	2026-04-12T17:06:27-04:00	serialization_twitter	5052.64	0.69	3.06	being more precise
gcc16	038	8ea4c1c2e6b9	2026-04-12T17:06:27-04:00	serialization_citm	3299.61	1.04	4.93	being more precise
gcc16	038	8ea4c1c2e6b9	2026-04-12T17:06:27-04:00	parsing_twitter	4329.5	0.8	3.13	being more precise
gcc16	038	8ea4c1c2e6b9	2026-04-12T17:06:27-04:00	parsing_citm	2380.81	1.45	5.92	being more precise
gcc16	039	ede31290819a	2026-04-12T18:09:46-04:00	serialization_twitter	5007.87	0.7	3.06	modernizing the benchmarks (#2679)
gcc16	039	ede31290819a	2026-04-12T18:09:46-04:00	serialization_citm	3278.64	1.05	4.93	modernizing the benchmarks (#2679)
gcc16	039	ede31290819a	2026-04-12T18:09:46-04:00	parsing_twitter	4303.04	0.8	3.13	modernizing the benchmarks (#2679)
gcc16	039	ede31290819a	2026-04-12T18:09:46-04:00	parsing_citm	2376.25	1.46	5.93	modernizing the benchmarks (#2679)
gcc16	040	4ec44e88c99a	2026-04-12T18:12:31-04:00	serialization_twitter	4965.23	0.7	3.06	adding memory-file mapping to Windows + better doc (#2676)
gcc16	040	4ec44e88c99a	2026-04-12T18:12:31-04:00	serialization_citm	3285.05	1.06	4.93	adding memory-file mapping to Windows + better doc (#2676)
gcc16	040	4ec44e88c99a	2026-04-12T18:12:31-04:00	parsing_twitter	4294.35	0.81	3.13	adding memory-file mapping to Windows + better doc (#2676)
gcc16	040	4ec44e88c99a	2026-04-12T18:12:31-04:00	parsing_citm	2363.03	1.46	5.93	adding memory-file mapping to Windows + better doc (#2676)
gcc16	041	3ecda9ee990a	2026-04-13T17:54:35-04:00	serialization_twitter	4988.18	0.7	3.06	pedantic checks for 32-bit systems who try to allocate enormous capacities.
gcc16	041	3ecda9ee990a	2026-04-13T17:54:35-04:00	serialization_citm	3245.87	1.07	4.93	pedantic checks for 32-bit systems who try to allocate enormous capacities.
gcc16	041	3ecda9ee990a	2026-04-13T17:54:35-04:00	parsing_twitter	4276.71	0.8	3.13	pedantic checks for 32-bit systems who try to allocate enormous capacities.
gcc16	041	3ecda9ee990a	2026-04-13T17:54:35-04:00	parsing_citm	2353.3	1.46	5.93	pedantic checks for 32-bit systems who try to allocate enormous capacities.
gcc16	042	7cc60672e33f	2026-04-13T17:55:05-04:00	serialization_twitter	4922.61	0.7	3.06	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	042	7cc60672e33f	2026-04-13T17:55:05-04:00	serialization_citm	3308.72	1.05	4.93	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	042	7cc60672e33f	2026-04-13T17:55:05-04:00	parsing_twitter	4303.78	0.8	3.13	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	042	7cc60672e33f	2026-04-13T17:55:05-04:00	parsing_citm	2365.09	1.46	5.93	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	043	30d720431290	2026-04-15T12:52:31-04:00	serialization_twitter	4970.33	0.7	3.06	pedantic guard
gcc16	043	30d720431290	2026-04-15T12:52:31-04:00	serialization_citm	3321.78	1.04	4.93	pedantic guard
gcc16	043	30d720431290	2026-04-15T12:52:31-04:00	parsing_twitter	4227.08	0.81	3.13	pedantic guard
gcc16	043	30d720431290	2026-04-15T12:52:31-04:00	parsing_citm	2352.99	1.46	5.93	pedantic guard
gcc16	044	2e7ad956eb6d	2026-04-15T12:52:47-04:00	serialization_twitter	4968.76	0.7	3.06	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	044	2e7ad956eb6d	2026-04-15T12:52:47-04:00	serialization_citm	3285.88	1.05	4.93	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	044	2e7ad956eb6d	2026-04-15T12:52:47-04:00	parsing_twitter	4257.46	0.81	3.13	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	044	2e7ad956eb6d	2026-04-15T12:52:47-04:00	parsing_citm	2355.43	1.46	5.93	Merge branch 'master' of github.com:simdjson/simdjson
gcc16	045	df16e967678b	2026-04-17T14:20:57-04:00	serialization_twitter	5007.93	0.69	3.06	fix: ondemand for wildcard matches  (#2686)
gcc16	045	df16e967678b	2026-04-17T14:20:57-04:00	serialization_citm	3271.04	1.06	4.93	fix: ondemand for wildcard matches  (#2686)
gcc16	045	df16e967678b	2026-04-17T14:20:57-04:00	parsing_twitter	4269.39	0.8	3.13	fix: ondemand for wildcard matches  (#2686)
gcc16	045	df16e967678b	2026-04-17T14:20:57-04:00	parsing_citm	2363.94	1.46	5.93	fix: ondemand for wildcard matches  (#2686)
gcc16	046	3b782fab7a58	2026-04-20T12:09:39-04:00	serialization_twitter	4967.74	0.7	3.06	fixes 2690 (typo)
gcc16	046	3b782fab7a58	2026-04-20T12:09:39-04:00	serialization_citm	3260.77	1.06	4.93	fixes 2690 (typo)
gcc16	046	3b782fab7a58	2026-04-20T12:09:39-04:00	parsing_twitter	4260.72	0.81	3.13	fixes 2690 (typo)
gcc16	046	3b782fab7a58	2026-04-20T12:09:39-04:00	parsing_citm	2360.99	1.46	5.93	fixes 2690 (typo)
gcc16	047	63b10bca2131	2026-04-20T17:16:50-04:00	serialization_twitter	4982.36	0.69	3.06	new optimization to the ARM NEON kernel (#2692)
gcc16	047	63b10bca2131	2026-04-20T17:16:50-04:00	serialization_citm	3294.2	1.04	4.93	new optimization to the ARM NEON kernel (#2692)
gcc16	047	63b10bca2131	2026-04-20T17:16:50-04:00	parsing_twitter	4300.2	0.8	3.13	new optimization to the ARM NEON kernel (#2692)
gcc16	047	63b10bca2131	2026-04-20T17:16:50-04:00	parsing_citm	2350.15	1.47	5.93	new optimization to the ARM NEON kernel (#2692)
gcc16	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	serialization_twitter	4992.45	0.69	3.06	build with filc (#2695)
gcc16	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	serialization_citm	3278.67	1.06	4.93	build with filc (#2695)
gcc16	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	parsing_twitter	4299.3	0.81	3.13	build with filc (#2695)
gcc16	048	c1681e9d0af3	2026-04-22T13:17:25-04:00	parsing_citm	2352.97	1.47	5.93	build with filc (#2695)
gcc16	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	serialization_twitter	4974.17	0.7	3.06	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
gcc16	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	serialization_citm	3276.77	1.06	4.93	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
gcc16	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	parsing_twitter	4262.58	0.81	3.13	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
gcc16	049	b3fe96cdb277	2026-04-29T13:05:45-04:00	parsing_citm	2357.88	1.46	5.93	Align source() output for comma-delimited streams with json_sequence behavior (#2699)
gcc16	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	serialization_twitter	5355.55	0.65	2.73	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
gcc16	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	serialization_citm	3979.98	0.87	4.22	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
gcc16	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	parsing_twitter	4261.0	0.81	3.13	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
gcc16	050	32b52e3f34a2	2026-04-30T21:02:41-04:00	parsing_citm	2346.8	1.47	5.93	builder: coalesce per-field separator+key+colon into one constexpr write (#2698)
gcc16	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	serialization_twitter	5436.38	0.64	2.73	fixing issue 2703 (#2705)
gcc16	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	serialization_citm	4007.0	0.87	4.22	fixing issue 2703 (#2705)
gcc16	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	parsing_twitter	4298.76	0.81	3.13	fixing issue 2703 (#2705)
gcc16	051	389f7ce8e3ee	2026-04-30T21:59:36-04:00	parsing_citm	2354.72	1.47	5.93	fixing issue 2703 (#2705)
gcc16	052	f902769b353d	2026-05-04T13:55:49-04:00	serialization_twitter	5711.51	0.61	2.62	builder: force-inline atom templates and replace integer writer (#2707)
gcc16	052	f902769b353d	2026-05-04T13:55:49-04:00	serialization_citm	4567.12	0.76	3.65	builder: force-inline atom templates and replace integer writer (#2707)
gcc16	052	f902769b353d	2026-05-04T13:55:49-04:00	parsing_twitter	4304.91	0.8	3.13	builder: force-inline atom templates and replace integer writer (#2707)
gcc16	052	f902769b353d	2026-05-04T13:55:49-04:00	parsing_citm	2352.14	1.46	5.93	builder: force-inline atom templates and replace integer writer (#2707)
gcc16	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	serialization_twitter	5695.24	0.61	2.62	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
gcc16	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	serialization_citm	4496.28	0.77	3.65	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
gcc16	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	parsing_twitter	4274.72	0.8	3.13	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
gcc16	053	b9b20be80e9e	2026-05-04T15:24:26-04:00	parsing_citm	2353.44	1.46	5.93	Add support for parsing NaN and Infinity as requested in #1540, #2414, and #2540 (#2696)
gcc16	054	9803884546df	2026-05-06T17:37:18-04:00	serialization_twitter	5695.41	0.61	2.61	overflow patch.
gcc16	054	9803884546df	2026-05-06T17:37:18-04:00	serialization_citm	4480.56	0.77	3.65	overflow patch.
gcc16	054	9803884546df	2026-05-06T17:37:18-04:00	parsing_twitter	4249.78	0.81	3.13	overflow patch.
gcc16	054	9803884546df	2026-05-06T17:37:18-04:00	parsing_citm	2365.16	1.46	5.93	overflow patch.
gcc16	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	serialization_twitter	5726.34	0.61	2.61	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
gcc16	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	serialization_citm	4462.4	0.77	3.65	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
gcc16	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	parsing_twitter	4267.36	0.8	3.13	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
gcc16	055	376ef7e8e91f	2026-05-07T13:11:03-04:00	parsing_citm	2351.78	1.47	5.93	Add support for writing NaN/Infinity if SIMDJSON_ENABLE_NAN_INF is enabled (#2711)
gcc16	056	42c047a927ae	2026-05-07T13:28:03-04:00	serialization_twitter	5952.67	0.58	2.41	builder: position-as-local writer for reflection serializer (#2708)
gcc16	056	42c047a927ae	2026-05-07T13:28:03-04:00	serialization_citm	5356.05	0.64	3.04	builder: position-as-local writer for reflection serializer (#2708)
gcc16	056	42c047a927ae	2026-05-07T13:28:03-04:00	parsing_twitter	4280.83	0.8	3.13	builder: position-as-local writer for reflection serializer (#2708)
gcc16	056	42c047a927ae	2026-05-07T13:28:03-04:00	parsing_citm	2347.99	1.47	5.93	builder: position-as-local writer for reflection serializer (#2708)
gcc16	057	7d30ff257474	2026-05-07T19:07:39-04:00	serialization_twitter	5917.39	0.59	2.41	JSON Pointer array index overflow handling (#2713)
gcc16	057	7d30ff257474	2026-05-07T19:07:39-04:00	serialization_citm	5379.58	0.64	3.04	JSON Pointer array index overflow handling (#2713)
gcc16	057	7d30ff257474	2026-05-07T19:07:39-04:00	parsing_twitter	4267.38	0.81	3.13	JSON Pointer array index overflow handling (#2713)
gcc16	057	7d30ff257474	2026-05-07T19:07:39-04:00	parsing_citm	2346.85	1.47	5.93	JSON Pointer array index overflow handling (#2713)
gcc16	058	bd42858383f1	2026-05-07T21:46:52-04:00	serialization_twitter	5928.73	0.58	2.41	fix -Wunneeded-internal-declaration warning (#2714)
gcc16	058	bd42858383f1	2026-05-07T21:46:52-04:00	serialization_citm	5326.29	0.65	3.04	fix -Wunneeded-internal-declaration warning (#2714)
gcc16	058	bd42858383f1	2026-05-07T21:46:52-04:00	parsing_twitter	4293.19	0.81	3.13	fix -Wunneeded-internal-declaration warning (#2714)
gcc16	058	bd42858383f1	2026-05-07T21:46:52-04:00	parsing_citm	2342.5	1.47	5.93	fix -Wunneeded-internal-declaration warning (#2714)
gcc16	059	a16e5128fe17	2026-05-07T23:13:40-04:00	serialization_twitter	5947.05	0.58	2.43	pendantic guard
gcc16	059	a16e5128fe17	2026-05-07T23:13:40-04:00	serialization_citm	5034.85	0.69	3.15	pendantic guard
gcc16	059	a16e5128fe17	2026-05-07T23:13:40-04:00	parsing_twitter	4295.13	0.8	3.13	pendantic guard
gcc16	059	a16e5128fe17	2026-05-07T23:13:40-04:00	parsing_citm	2353.01	1.47	5.93	pendantic guard
gcc16	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	serialization_twitter	5943.33	0.59	2.43	avoid unnecessary pointer member (#2715)
gcc16	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	serialization_citm	5033.25	0.69	3.15	avoid unnecessary pointer member (#2715)
gcc16	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	parsing_twitter	4296.89	0.81	3.13	avoid unnecessary pointer member (#2715)
gcc16	060	ec49efa5dac7	2026-05-08T00:26:57-04:00	parsing_citm	2342.78	1.47	5.93	avoid unnecessary pointer member (#2715)
gcc16	061	396ca141fd73	2026-05-18T17:13:43-04:00	serialization_twitter	5986.12	0.58	2.43	perf(builder): add LSX fast_needs_escaping for LoongArch (#2727)
gcc16	061	396ca141fd73	2026-05-18T17:13:43-04:00	serialization_citm	4961.56	0.69	3.15	perf(builder): add LSX fast_needs_escaping for LoongArch (#2727)
gcc16	061	396ca141fd73	2026-05-18T17:13:43-04:00	parsing_twitter	4305.63	0.8	3.13	perf(builder): add LSX fast_needs_escaping for LoongArch (#2727)
