date	sha	tag	metric	value	subject
2024-08-09	161c1fdab8da	v5.3.4	utf16le_to_utf8	12.455	[no-ci] version 5.3.4 (bump) s Please enter the commit message for your changes. Lines starting
2024-08-09	161c1fdab8da	v5.3.4	base64_encode	31.752	[no-ci] version 5.3.4 (bump) s Please enter the commit message for your changes. Lines starting
2024-08-09	161c1fdab8da	v5.3.4	base64_decode	38.254	[no-ci] version 5.3.4 (bump) s Please enter the commit message for your changes. Lines starting
2024-08-09	2ec0c6f16ac2		validate_utf8	20.181	[no-ci] Update README.md
2024-08-09	2ec0c6f16ac2		validate_ascii	82.734	[no-ci] Update README.md
2024-08-09	2ec0c6f16ac2		validate_utf16le	60.718	[no-ci] Update README.md
2024-08-09	2ec0c6f16ac2		utf8_to_utf16le	6.819	[no-ci] Update README.md
2024-08-09	2ec0c6f16ac2		utf16le_to_utf8	12.405	[no-ci] Update README.md
2024-08-09	2ec0c6f16ac2		base64_encode	31.957	[no-ci] Update README.md
2024-08-09	2ec0c6f16ac2		base64_decode	38.302	[no-ci] Update README.md
2024-08-10	80073ec20d94		validate_utf8	20.240	Fix bad result on empty input passed to validate functions (#491)
2024-08-10	80073ec20d94		validate_ascii	82.666	Fix bad result on empty input passed to validate functions (#491)
2024-08-10	80073ec20d94		validate_utf16le	60.934	Fix bad result on empty input passed to validate functions (#491)
2024-08-10	80073ec20d94		utf8_to_utf16le	6.799	Fix bad result on empty input passed to validate functions (#491)
2024-08-10	80073ec20d94		utf16le_to_utf8	12.461	Fix bad result on empty input passed to validate functions (#491)
2024-08-10	80073ec20d94		base64_encode	31.954	Fix bad result on empty input passed to validate functions (#491)
2024-08-10	80073ec20d94		base64_decode	37.956	Fix bad result on empty input passed to validate functions (#491)
2024-08-10	487c488b2f71		validate_utf8	20.208	Adding necessary files (#490)
2024-08-10	487c488b2f71		validate_ascii	82.701	Adding necessary files (#490)
2024-08-10	487c488b2f71		validate_utf16le	61.058	Adding necessary files (#490)
2024-08-10	487c488b2f71		utf8_to_utf16le	6.808	Adding necessary files (#490)
2024-08-10	487c488b2f71		utf16le_to_utf8	12.417	Adding necessary files (#490)
2024-08-10	487c488b2f71		base64_encode	32.086	Adding necessary files (#490)
2024-08-10	487c488b2f71		base64_decode	37.924	Adding necessary files (#490)
2024-08-11	e3cc26682a1a		validate_utf8	20.169	make convert_valid_utf32_to_latin1 scalar correct and consistent (#494)
2024-08-11	e3cc26682a1a		validate_ascii	82.685	make convert_valid_utf32_to_latin1 scalar correct and consistent (#494)
2024-08-11	e3cc26682a1a		validate_utf16le	61.197	make convert_valid_utf32_to_latin1 scalar correct and consistent (#494)
2024-08-11	e3cc26682a1a		utf8_to_utf16le	6.817	make convert_valid_utf32_to_latin1 scalar correct and consistent (#494)
2024-08-11	e3cc26682a1a		utf16le_to_utf8	12.438	make convert_valid_utf32_to_latin1 scalar correct and consistent (#494)
2024-08-11	e3cc26682a1a		base64_encode	31.782	make convert_valid_utf32_to_latin1 scalar correct and consistent (#494)
2024-08-11	e3cc26682a1a		base64_decode	38.202	make convert_valid_utf32_to_latin1 scalar correct and consistent (#494)
