"apache_builds"					3.822991	8.025411	7.316337
"canada"					1.233126	6.273745	1.537559
"citm_catalog"					4.128107	8.463658	8.099205
"github_events"					4.115766	8.572256	7.938087
"google_maps_api_compact_response"					1.629916	4.232175	2.659163
"google_maps_api_response"					3.281207	7.533045	5.838068
"gsoc-2018"					4.884760	9.676825	9.884578
"instruments"					3.222563	7.194736	5.845652
"marine_ik"					1.324963	4.812298	1.839104
"mesh"					1.210391	5.027074	1.600344
"mesh.pretty"					2.109514	7.702972	2.913444
"numbers"					1.541789	7.158989	1.966235
"random"					2.346930	5.367330	4.175946
"repeat"					3.464308	5.973698	8.331621
"semanticscholar-corpus"					2.931627	5.364390	6.510509
"tree-pretty"					3.389505	7.393239	6.281767
"twitter"					3.626125	7.120315	7.409626
"twitter_api_compact_response"					2.858156	6.559245	5.093529
"twitter_api_response"					3.861519	7.622689	7.854274
"twitter_timeline"					2.272302	6.859347	3.403966
"twitterescaped"					1.352388	7.449705	1.652921
"update-center"					3.354819	7.159827	6.327095
