"apache_builds"					3.945044	8.399327	7.478406
"canada"					1.316059	7.086800	1.621924
"citm_catalog"					4.199766	8.254458	8.610018
"github_events"					4.185861	8.502872	8.263385
"google_maps_api_compact_response"					1.784560	5.032808	2.773421
"google_maps_api_response"					3.499397	8.228878	6.111449
"gsoc-2018"					4.356558	8.110548	9.597261
"instruments"					3.588814	8.084015	6.462707
"marine_ik"					1.395126	5.367384	1.895589
"mesh"					1.298221	5.656681	1.688127
"mesh.pretty"					2.229178	7.688104	3.141925
"numbers"					1.612953	7.816923	2.034118
"random"					2.426090	5.353202	4.443675
"repeat"					3.143965	5.354078	7.683356
"semanticscholar-corpus"					3.102771	5.824824	6.668952
"tree-pretty"					3.729736	8.126999	6.909818
"twitter"					3.748998	7.174187	7.870425
"twitter_api_compact_response"					3.247905	7.075140	6.051051
"twitter_api_response"					4.044816	7.960856	8.227077
"twitter_timeline"					2.380128	7.532192	3.492929
"twitterescaped"					1.363324	7.612040	1.663781
"update-center"					3.331821	7.695321	5.974452
