"apache_builds"					3.545265	6.970917	7.229891
"canada"					1.260863	5.767770	1.616277
"citm_catalog"					3.839810	6.995561	8.576584
"github_events"					3.787185	7.357885	7.835900
"google_maps_api_compact_response"					1.723122	4.581846	2.772770
"google_maps_api_response"					3.198775	6.746446	6.092904
"gsoc-2018"					4.391037	7.920918	9.896542
"instruments"					3.260714	6.673511	6.384435
"marine_ik"					1.359258	4.889758	1.893539
"mesh"					1.273187	5.031093	1.706597
"mesh.pretty"					2.159758	6.670753	3.200135
"numbers"					1.554867	6.601178	2.035580
"random"					2.225809	4.486045	4.420739
"repeat"					2.908811	4.675175	7.746248
"semanticscholar-corpus"					2.985965	5.428361	6.662607
"tree-pretty"					3.393166	6.712510	6.886409
"twitter"					3.468833	6.206414	7.883984
"twitter_api_compact_response"					2.848459	6.135810	5.376201
"twitter_api_response"					3.698594	6.746130	8.258257
"twitter_timeline"					2.259778	6.483420	3.485434
"twitterescaped"					1.303992	6.853118	1.612173
"update-center"					3.238172	6.661810	6.316526
