"apache_builds"					4.011947	8.783644	7.427346
"canada"					1.314532	7.152233	1.619086
"citm_catalog"					4.350322	8.798350	8.606242
"github_events"					4.356073	9.259596	8.249778
"google_maps_api_compact_response"					1.781868	5.050021	2.761103
"google_maps_api_response"					3.543098	8.477428	6.094326
"gsoc-2018"					4.908342	9.917748	9.758835
"instruments"					3.594141	8.237542	6.381846
"marine_ik"					1.402546	5.476973	1.896170
"mesh"					1.312383	5.722939	1.706456
"mesh.pretty"					2.285340	8.501876	3.137288
"numbers"					1.622804	8.118760	2.031915
"random"					2.496765	5.671830	4.467240
"repeat"					3.585728	5.951782	9.063049
"semanticscholar-corpus"					3.248362	6.369201	6.658942
"tree-pretty"					3.781158	8.348877	6.919503
"twitter"					3.886390	7.668484	7.883295
"twitter_api_compact_response"					3.104777	7.391783	5.373333
"twitter_api_response"					4.132484	8.408490	8.191729
"twitter_timeline"					2.413314	7.797821	3.500166
"twitterescaped"					1.385764	8.191800	1.669729
"update-center"					3.457256	8.032087	6.116741
