# don't forget the -server flag
0	32.768	32.768	21.845	21.845	32.768	32.768
1	32.768	7.282	16.384	32.768	7.282	21.845
2	21.845	4.369	16.384	21.845	4.681	16.384
3	21.845	2.849	10.923	32.768	2.979	16.384
4	21.845	1.68	9.362	32.768	1.638	13.107
5	21.845	0.91	8.192	21.845	0.923	9.362
6	21.845	0.475	5.461	21.845	0.478	8.192
7	13.107	0.249	4.369	16.384	0.237	5.958
8	9.362	0.122	2.849	2.427	0.122	5.041
9	2.731	0.063	2.341	1.771	0.061	3.855
