size,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
134217728,635.3,1203.7,1842.7,2412.3,2972.6,3670.3,4304.4,5001.6,5636.0,6109.4,6551.6,7336.7,7792.1,7963.8,8544.7,9269.2,9889.5,9943.3,10579.3,10559.8,10820.3,10850.2,11019.4,11008.5,10852.0,10693.0,10966.1,10820.3,10583.3,10770.5,11107.0,11102.3,11115.8,11064.3,11058.0,11305.7,11551.8,11625.2,11622.3,11447.7,11612.8,11496.3,11405.7,11206.7,11277.7,11517.2,11583.5,11479.0,11555.3,11618.6,11475.3,11649.1,11667.9,11708.7,11749.9,11773.2,11896.1,11909.2,11908.6,11822.4,11884.8,12048.0,11912.6,12009.8,11958.7,12004.7,12065.3,12050.2,12102.9,12049.5,12005.9,12104.0,12188.1,12091.5,12008.6,12082.1,12084.5,12183.4,12185.0,12188.9,12258.1,12213.4,12204.3,12243.1,12254.1,12257.8,12257.2,12289.2,12304.0,12278.7,12266.5,12261.2,12239.7,12256.8,12259.6,12277.3,12287.4,12297.0,12280.1
