size,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
134217728,459.6,917.8,1369.8,1780.1,2218.6,2641.6,3073.3,3510.3,3968.1,4398.5,4816.1,5233.4,5650.9,6077.4,6491.3,6904.6,7348.1,7739.5,8183.5,8569.2,8748.7,8803.7,8850.2,8827.5,8851.9,8861.2,8809.2,8842.7,8824.5,8858.0,8816.6,8848.7,8856.5,8847.3,8837.8,8800.7,8786.9,8771.6,8825.6,8798.6,8800.2,8820.6,8798.6,8801.7,8775.9,8773.4,8750.7,8746.7,8749.0,8741.3,8762.3,8725.1,8729.2,8704.2,8719.2,8721.0,8721.2,8696.4,8721.0,8697.7,8697.7,8655.4,8697.0,8683.6,8692.5,8670.4,8666.4,8679.4,8652.7,8628.5,8661.1,8654.3,8663.3,8628.6,8628.2,8622.4,8634.7,8584.8,8625.2,8643.5,8642.9,8632.4,8630.8,8642.7,8640.9,8628.0,8623.3,8617.2,8650.3,8636.6,8606.4,8606.2,8631.8,8632.2,8592.6,8607.6,8606.6,8634.1,8557.7
