size,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
134217728,457.5,916.9,1377.0,1853.1,2269.8,2584.9,3001.3,3415.8,3789.4,4244.4,4655.5,5063.6,5456.2,5883.0,6308.6,6641.2,6907.3,7376.3,7669.3,7923.2,8304.5,8494.8,8897.5,9215.1,9535.1,9923.2,10017.2,10304.4,10582.3,10801.6,10948.7,11268.5,11453.2,11537.3,11782.6,10586.7,11966.3,10672.8,10709.0,10630.4,10809.9,10818.8,10746.7,10936.1,10793.3,10829.4,11024.1,11069.6,11074.7,11472.1,11161.6,11348.9,12620.4,12433.0,12680.0,12888.6,13084.8,13561.5,13632.8,13580.7,13635.2,13479.5,13368.5,13484.7,13567.8,13607.7,13646.0,12849.6,11562.7,12941.0,13135.7,13201.5,12510.9,12656.3,13353.9,12416.5,12260.4,13483.5,13436.9,12922.8,13534.8,11589.3,11601.3,13483.1,12974.4,13547.4,13452.7,13344.8,13224.3,13526.4,13433.8,13542.8,13555.4,13514.7,13542.0,13485.1,13446.9,12960.4,13557.4
